case_id,category,symptom_description,query,rank,title,abstract,conditions,overall_status,article_url,automatic_relevance_0_to_2,latency_seconds
111,Multi-symptom descriptions,"I have chest pain, shortness of breath, and dizziness.",chest pain dyspnea dizziness,2,Dynamic Mixed Learning Module in Pulmonary Hypertension Patients,"This study was conducted to evaluate the effect of the Dynamic Blended Learning Module developed for patients diagnosed with pulmonary hypertension (PH) on symptom management.

Pulmonary hypertension is a chronic disease that can cause symptoms that make daily life difficult, such as shortness of breath, fatigue, chest pain, dizziness, fainting, anxiety, body pain, edema, and sleep problems. These symptoms can negatively affect patients' daily lives and treatment process.

This study examined whether a structured program involving education and regular follow-up helped patients better manage their symptoms.

As part of the program, patients received face-to-face education and regular phone calls were made throughout the nine-month follow-up period. The education sessions provided information about the course of the disease, the correct use of medications, and possible side effects. Patients were instructed on how to manage side effects such as muscle and jaw pain, facial redness, nausea, and abdominal bloating. Additionally, they were informed about when and how to contact the healthcare team if any issues arose.

In one part of the program, a video showing the experiences of a patient who effectively managed their illness was shown to participants in the intervention group.

Patients were monitored for nine months and their symptoms were assessed at regular intervals. The program's effect on symptom management was evaluated by comparing it with patients receiving standard care.",Pulmonary Hypertension; Nursing Care; Learning,COMPLETED,https://clinicaltrials.gov/study/NCT07429552,2,0.5994
111,Multi-symptom descriptions,"I have chest pain, shortness of breath, and dizziness.",chest pain dyspnea dizziness,3,Hypoxic Environment on EIB and Performance in Race Walkers,"Title: Diagnosis and Impact of Exercise-Induced Bronchoconstriction (EIB) in Athletes During Altitude Training

Study Description:

We invite you to participate in a research study examining Exercise-Induced Bronchoconstriction (EIB) in athletes. Your participation is entirely voluntary, and you may withdraw at any time without penalty. This study will take place over 2 to 4 months and includes both plains training and altitude training phases.

Why is this study being done?

The purpose of this study is threefold:

To diagnose whether you have EIB (a condition that causes narrowing of the airways during or after exercise).

To determine if altitude training induces or worsens EIB.

To understand how having (or not having) EIB affects your athletic performance during altitude training.

What will you be asked to do?

You will be asked to complete the following procedures four times each (with about 2 weeks between each session):

Blood Draws: Early morning fasting blood samples (approx. 4 ml from your arm). These are routine tests for the sports team.

Exercise Challenge Tests: You will run on a treadmill while wearing a heart rate monitor. This test follows standard safety guidelines (ATS). Your breathing will be tested before exercise and several times after. These are routine tests for the sports team.

VO2max Tests: You will run on a treadmill with a breathing mask to measure your maximum oxygen uptake. You will run until exhaustion, following a standardized protocol.

Questionnaires: You will wear a heart rate monitor during training and complete short questionnaires about your breathing and how hard you feel you are exercising.

How long will participation last? The total study duration is 2-4 months. Individual tasks take between 3 minutes (blood draw) and 50 minutes (exercise challenge).

What are the risks?

Blood Draw: Possible dizziness, bruising, or discomfort at the needle site.

Breathing Tests: You may feel briefly dizzy or tired from blowing hard; this passes quickly. Chest pain is very rare.

Exercise Tests: You will experience muscle fatigue and soreness. If you have EIB, you may feel short of breath, wheeze, or feel chest tightness. If symptoms become severe, the test will be stopped. Salbutamol (a standard asthma medication) may be given to relieve symptoms. Using salbutamol as described in this study is permitted under WADA anti-doping rules.

What are the benefits?

If you do not have EIB, you will receive an educational booklet on preventing EIB.

If you do have EIB, you will receive a detailed report for your coach, personalized strategies, and long-term follow-up support.

Compensation:

If you complete the entire study, you will receive a commemorative gift. No compensation is provided for partial participation.

Contact for Questions:

If you have any questions about the study or your rights as a participant, please contact the principal investigator listed on the consent form or email the Shanghai Sports University Research Ethics Committee at lunli@sus.edu.cn.",Exercise-induced Bronchoconstriction (EIB),COMPLETED,https://clinicaltrials.gov/study/NCT07466849,2,0.5994
111,Multi-symptom descriptions,"I have chest pain, shortness of breath, and dizziness.",chest pain dyspnea dizziness,4,Smartphone Based Digital Screening for Aortic Valve Stenosis,"Heart valve diseases are among the most serious cardiovascular conditions in older age. One of the most common forms is aortic valve stenosis, a narrowing of the valve opening between the left ventricle and the main artery. As the valve becomes tighter, the heart must work harder and harder to pump blood through the body. This process often develops slowly over many years and initially causes no clear symptoms. As a result, the condition is frequently detected only in advanced stages, when warning signs such as shortness of breath, chest pain, or dizziness appear. Without treatment, aortic valve stenosis can become life-threatening. If detected early, however, very effective treatment options are available today.

Up to now, the disease has been reliably diagnosed mainly through echocardiography. Yet this method is complex, costly, and requires specialized medical staff. A simple, affordable, and broadly accessible screening option does not yet exist.

The interdisciplinary clinical research project explores whether conventional smartphones could fill this gap. Almost all modern devices are equipped with sensors such as microphones, accelerometers, and gyroscopes. These can capture both heart sounds and subtle vibrations of the chest. The research team is investigating whether reliable diagnostic information for the diagnosis of aortic valve stenosis can be extracted from such recordings. To achieve this, the signals are processed with newly developed methods and analyzed using artificial intelligence.

For the study, several hundred patients with and without valve disease will be examined. The smartphone results will be compared with established diagnostic standards, particularly echocardiography, to test accuracy and reliability.

If successful, the approach could enable a straightforward, digital heart check at home using nothing more than a conventional smartphone. Such a tool would provide an accessible, low-cost, and widely available method for early detection, helping more people receive timely and potentially life-saving treatment.",Aortic Valve Stenosis; Artifical Intelligence,RECRUITING,https://clinicaltrials.gov/study/NCT07284550,2,0.5994
111,Multi-symptom descriptions,"I have chest pain, shortness of breath, and dizziness.",chest pain dyspnea dizziness,5,"Efficacy, Safety and Efficiency of the nMARQ Pulmonary Vein Isolation System in Paroxysmal Atrial Fibrillation","This is a pilot study designed to investigate the effectiveness of the nMARQ Pulmonary Vein Isolation system in the treatment of Paroxysmal Atrial Fibrillation (AF) at different ablation settings.

AF is a common condition which causes a fast and erratic heartbeat. There are estimated to be 50,000 new cases diagnosed per year in the UK. The fast heart beat can cause symptoms such as palpitations, lightheadedness, chest pains, shortness of breath and fatigue.

Catheter ablation is a technique used for the control of AF. In this procedure a catheter (a long thin wire) is passed into the chambers of the heart via a large blood vessel in a leg. The tip of the catheter can destroy tiny sections of heart tissue that may be the source or trigger of the abnormal electrical impulses. One of the challenges of AF ablation is to maximize success rates, as such there is currently rapid advances in technology to carry out this procedure.

Different catheters exist which deliver this energy in different ways. This study uses one such system to perform this procedure. It is called the nMARQ system for Pulmonary Vein Isolation produced by Biosense Webster. Currently this system is used in practice in the UK for patients with this medical condition.

What we seek to research is when ablating what is the optimum setting to perform ablation at. There is currently no data to guide best clinical practice in this area.",Paroxysmal Atrial Fibrillation,COMPLETED,https://clinicaltrials.gov/study/NCT02268539,1,0.5994
112,Multi-symptom descriptions,"I have fever, cough, headache, and fatigue.",fever cough headache fatigue,1,Efficacy of Adaptogens in Patients With Long COVID-19,"The aim of this clinical trial of a fixed combination of standardized extracts from Rhodiola rosea roots, Schisandra chinensis berry and Eleutherococcus senticosus root (ADAPT-232) in COVID-19 patients is to demonstrate possible efficacy of adjuvant treatment with ADAPT-232 in decreasing the duration of the convalescence, alleviation of fatigue, headache, attention deficit, difficult and rapid respiration, depression, anxiety and other symptoms of Long COVID-19 during rehabilitation period.",Covid19,COMPLETED,https://clinicaltrials.gov/study/NCT04795557,2,0.6675
112,Multi-symptom descriptions,"I have fever, cough, headache, and fatigue.",fever cough headache fatigue,2,Long COVID-19 Syndrome Lifestyle Intervention Study,"Rationale: Hyper-inflammatory responses seen in acute COVID-19 are also a feature of long covid, a condition of long-term consequences that are persisting or appearing after initial infection and recovery from acute COVID-19. Long-standing, often disabling symptoms are common in long covid and can be highly varied. Common symptoms include fatigue, brain fog, muscle and chest pain, migraines, shortness of breath, anosmia, muscle weakness, and cognitive dysfunction. 35% of post-COVID patients were found to have decreased kidney function at 6 months post-discharge. In this study, we will evaluate the effect of dietary interventions in long covid patients. The dietary interventions are aimed at lowering blood glucose levels, and raising blood BHB levels. The dietary plan will recommend a low-carbohydrate diet including the avoidance of foods containing sugars and starch, while simultaneously increasing the consumption of healthy fats and sources of protein. The dietary interventions are supported by the consumption of a medical food that delivers exogenous BHB in order to raise blood BHB levels without the necessity of adhering to a strict ketogenic diet which would be difficult to implement and typically requires strict medical supervision.

Intervention: Dietary intervention with Ketocitra versus control arm (no intervention) in a 1:1 ratio Objectives: The hypothesis of this study is that low-carbohydrate dietary interventions leading to lowering of blood glucose and raising of blood BHB in addition to standard therapy will lead to faster recovery and amelioration of symptoms in long covid compared to those treated with standard therapy alone.

Study population: Subjects with a history of COVID-19 at least 2 months ago and with at least 2 neurological and/or symptoms that are typical for long covid that either started at COVID-19 infection and are ongoing at time of study entry Study methodology: Prospective and interventional randomized controlled pilot study Study arms: Dietary intervention (including medical food) arm versus control arm Study endpoints: The primary endpoint is the feasibility, safety and tolerability of dietary intervention.",Long COVID-19 Syndrome,COMPLETED,https://clinicaltrials.gov/study/NCT05836402,1,0.6675
112,Multi-symptom descriptions,"I have fever, cough, headache, and fatigue.",fever cough headache fatigue,3,Study of ZSP1273 in Patients With Acute Uncomplicated Influenza A,"The purpose of this study is to evaluate the antiviral effect, as measured by the time to alleviation of influenza symptoms and viral titer in nasopharyngeal secretions in adults with acute uncomplicated influenza A following administration of ZSP1273.",Influenza A,COMPLETED,https://clinicaltrials.gov/study/NCT04024137,0,0.6675
112,Multi-symptom descriptions,"I have fever, cough, headache, and fatigue.",fever cough headache fatigue,4,Study of Safety and Efficacy of the Drug Cycloferone in Patients with Acute Respiratory Viral Infection,The study will collect the information on clinical effects and safety of the basic therapy of acute respiratory viral infection (ARVI) + Cycloferone® and basic therapy of ARVI1 + Arbidol® in real-life clinical settings.,Acute Respiratory Viral Infection,COMPLETED,https://clinicaltrials.gov/study/NCT06286254,0,0.6675
112,Multi-symptom descriptions,"I have fever, cough, headache, and fatigue.",fever cough headache fatigue,5,A Study of Darunavir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (D/C/F/TAF) Evaluated as a Fixed Dose Combination Regimen in Participants Switching From an Integrase Inhibitor Who Have Experienced Rapid Weight Gain,The purpose of this study is to assess the percent change in body weight when switching to darunavir/cobicistat/emtricitabine/tenofovir alafenamide (D/C/F/TAF) fixed-dose combination (FDC) (Immediate Switch Arm) compared to continuing the current integrase (INI) + tenofovir alafenamide/emtricitabine (TAF/FTC) antiretroviral (ARV) regimen (Delayed Switch Arm) in virologically-suppressed human immunodeficiency virus (HIV)-1 infected participants who have experienced rapid and significant body weight gain.,HIV-1,COMPLETED,https://clinicaltrials.gov/study/NCT04442737,0,0.6675
113,Multi-symptom descriptions,"I feel nausea, stomach pain, and weakness.",nausea abdominal pain weakness,1,Effect of Bilateral Quadratus Lumborum Block for Pain Relief in Patients With Cesarean Section,"Cesarean section commonly induces moderate to severe pain for 48 hours. These patients have additional compelling reasons to provide adequate pain relief as early mobilization is a key factor to prevent the risk of thromboembolic event which is increased during pregnancy. Beside these, patients need to be pain free to takecare for their newborn and breastfeed them. Poorly controlled pain after cesarean section also increases risk of chronic pain and postpartum depression.

Intrathecal morphine is considered the ""gold standard"" for postoperative pain relief after cesarean delivery. The duration of analgesic effect of morphine extend to 12-24 hours. Its widespread use is due to its favorable pharmacokinetic profile, ease of administration and low cost. Although intrathecal morphine is highly effective, its use is associated with undesirable adverse effect particularly nausea, vomiting and pruritus which reduce overall patients' satisfaction. More serious complication is the risk of delayed maternal respiratory depression.

The Quadratus Lumborum block was first described in 2007 which demonstrates a spread to the paravertebral space, thus leads to a more extensive block to T5-L1 nerve branches and a long lasting block with the potential to provide visceral pain relief. Therefore, this block has an evolving role in postoperative analgesia for many lower abdominal surgeries. As the safety is concerned, there has been one report of a patient with unilateral hip flexion and knee extension weakness leading to unplanned overnight admission following lateral quadratus lumborum block after laparoscopic gynaecological operation.

If the result favors effective, it will have the advantage of a combination with intrathecal opioid to prolong the pain free period after cesarean section which has about 4,000 cases per year.",Caesarean Section; Spinal Anesthesia; Quadratus Lumborum Block; Analgesia,COMPLETED,https://clinicaltrials.gov/study/NCT03199170,2,0.6697
113,Multi-symptom descriptions,"I feel nausea, stomach pain, and weakness.",nausea abdominal pain weakness,2,Post-operative Pain Relief for Paediatric Inguinal-Scrotal Surgery,"Two methods of pain control in children undergoing surgery on the groin and scrotum are caudal injection (a form of epidural) with local anaesthetic, and a regional nerve block (an injection of local anaesthetic around the nerves supplying the area). A pilot study at our hospital showed a significant decrease in post-operative pain and nausea and vomiting in these two methods when compared to intravenous morphine and local anaesthetic to the wound.

One potential side effect from caudal injections is temporarily decreased motor power in the legs due to the local anaesthetic - it is thought that this might be overcome using a more dilute solution of local anaesthetic along with clonidine. This study is to demonstrate that this method is as effective as the use of a regional nerve block.","Hernia, Inguinal",UNKNOWN,https://clinicaltrials.gov/study/NCT03167047,2,0.6697
113,Multi-symptom descriptions,"I feel nausea, stomach pain, and weakness.",nausea abdominal pain weakness,3,Bilateral Ultrasound-Guided Intra Muscular Quadratus Lumborum Block Versus Trans Muscular Quadratus Lumborum Block for Peri-Operative Analgesia in Abdominal Surgeries in Pediatric Patients. A Comparative Controlled Randomized Study.,"To compare between the intra muscular quadratous lamborum and the Trans muscular quadratous lamborum in pediatric population under going abdominal surgeries regards to first request of rescue analgesia, degree of pain relief, effect on hemo dynamic stability and incidence of complications.","Pain, Acute",COMPLETED,https://clinicaltrials.gov/study/NCT04029987,1,0.6697
113,Multi-symptom descriptions,"I feel nausea, stomach pain, and weakness.",nausea abdominal pain weakness,4,Analgesia of Erector Spinae Plane Block Versus Quadratus Lumborum Block,"Colorectal cancer is the third most common cancer worldwide. These patients usually undergo open surgical resection of cancer under general anaesthesia.

The aim of this study is to detect whether the Erector spinae plan block or Quadratus lumborum block will provide the most ideal analgesia for these patients. Erector spinae plan block is a novel analgesic technique that provides both visceral and somatic analgesia due to its communication with the paravertebral space. Quadratus lumborum block is a truncal nerve block usually used for intra-abdominal surgeries. Ultrasound guidance increases the accuracy and safety of both techniques. A local anaesthetic mixture of Bupivacaine 0.25% and dexamethasone will be used for both techniques.",Colorectal Cancer,COMPLETED,https://clinicaltrials.gov/study/NCT03803267,1,0.6697
113,Multi-symptom descriptions,"I feel nausea, stomach pain, and weakness.",nausea abdominal pain weakness,5,Jiu-wei-zhen-xiao Granule for Advanced Hepatocellular Carcinoma,"This is a piolt single-arm trial of Jiu-wei-zhen-xiao Granule, extracted from nine kinds of Chinese medicnie, for the treatment in patients with advanced, unresectable hepatocellular carcinoma(HCC). The primary objective is to assess its therapeutic efficacy in patients with unresectable HCC. The primary endpoint is overall survival (OS) after the use of 12-week drug. Secondary endpoints include progression-free survival (PFS) after the use of 12-week drug, the improvement of the score of the European Organization for Reasearch and Treatment of Cancer Quality of Life Questionnaire C30 (EORTC QLQ-C30), the changes of the liver function, coagulation function, the size of solid tumors,""Du-tan-yu-jie Zheng"" in Chinese medicine, pain Visual Analogue Scale and toxicity profile of Jiu-wei-zhen-xiao Granule.",Hepatocellular Carcinoma,COMPLETED,https://clinicaltrials.gov/study/NCT03851471,1,0.6697
114,Multi-symptom descriptions,I have lower back pain and pain in my joints.,lower back pain joint pain,1,Virtual Reality-Based Rehabilitation Versus Conventional Therapy in Patients With Chronic Low Back Pain,"This study aims to evaluate the effectiveness of rehabilitation using virtual reality compared with conventional physiotherapy in patients with chronic low back pain. The study will be conducted as a prospective, randomized controlled trial including 80 patients aged 40-65 years diagnosed with chronic low back pain lasting at least three months. Participants will be randomly assigned to two groups: an experimental group receiving conventional rehabilitation supplemented with non-immersive virtual reality training using the Tecnobody Homing Studio system, and a control group receiving conventional rehabilitation alone.

Both groups will participate in a four-week rehabilitation program. The virtual reality training will replace a portion of conventional exercises and will focus on improving movement quality, postural control, coordination, and functional mobility through interactive tasks with visual and auditory biofeedback. The system utilizes a 3D camera enabling markerless motion analysis and real-time visual feedback to support movement correction and identification of functional deficits.

Outcome measures will include assessments of balance, posture, joint mobility, lower limb strength and endurance, pain intensity, pressure pain threshold, kinesiophobia, perceived stress, anxiety and depression, functional disability, quality of life, and motivation for physical activity. Measurements will be conducted at baseline, immediately after completion of the four-week rehabilitation program, and at an eight-week follow-up.

The results of this study are expected to provide clinical evidence regarding the effectiveness of virtual reality-assisted rehabilitation in patients with chronic low back pain and may contribute to the development of evidence-based rehabilitation strategies incorporating digital technologies.",Chronic Low Back Pain,RECRUITING,https://clinicaltrials.gov/study/NCT07463105,2,0.693
114,Multi-symptom descriptions,I have lower back pain and pain in my joints.,lower back pain joint pain,2,Impact OF Cooled Versus Thermal Radiofrequency Denervation In Management Of Chronic Lumber Facet Joint Pain,"Chronic lumber facet joint pain is defined according to international association of study of pain (IASP)as multifactorial phenomenon of pain that persist more than 3 months after an injury and /or beyond the usual course of an acute lumber facet pain or a reasonable time for a comparable injury to heal .

lumber facet joint degeneration (LRFJ) is the 1st source of chronic low back pain with an incidence of 15% t o 45 % among patients with low back pain . the spinal facet joint has an abundant nerve supply ; therefore, pain can be caused by arthritic change, degenerative change, inflammation, and injury .

Degeneration of all LFJs (lumbar facet joints) was diagnosed using magnetic resonance image (MRI) , the most sensitive and diagnostic tool. Thus, hypertrophy, degeneration, and the accumulation of fluid within the joints are signs of LFJ degeneration it was found in all treated LFJs .

facet joint pain management can be achieved using medical therapy or facet joint therapeutic interventions, ultrasound guided injection,or fluoroscopically guided facet joint injection (FJI) , medial branch block (MBB) , or radiofrequency ablation .

Radiofrequency is a minimally invasive procedure and is operated under light

intravenous sedation or local anesthesia when necessary. Radiofrequency

energy is delivered to the target nerves through an insulated needle , and this

energy heats and denatures the nerve for the purpose of pain relief . The

radiofrequency techniques include, thermal, and cooled radiofrequency .

thermal radiofrequency (TRFA) uses more energy and higher temperature compared

with cooled radiofrequency , cooled radiofrequency ablation (CRFA) is a

newer technique, and may have some theoretical advantages over traditional

radiofrequency whereas , cooled radiofrequency adopts internally probes to

increase lesion size , and it can increase the chance of complete denervation .

based on heat neurotomy (60°C (celsius) vs. 80°C in TRFA) with the resulting ablative area twice as long and extending distally from the tip of the electrode.",Lumber Facet Joint Pain(Lower Back Pain ) Relief by Cooled Radiofrequency or Thermal Radiofrequency Denervation,RECRUITING,https://clinicaltrials.gov/study/NCT07309731,2,0.693
114,Multi-symptom descriptions,I have lower back pain and pain in my joints.,lower back pain joint pain,3,Effects of Foot Center of Pressure Manipulation on Hip Osteoarthritis Patients During Gait,"The purpose of this study is to:

1. Analyze the short-term effects of external center of pressure manipulation of the foot in idiopathic hip osteoarthritis patients during gait on:

   1. Gait parameters (spatiotemporal, kinematic, and kinetic)
   2. Muscle activation patterns of the lower limbs and back
2. Analyze the long-term effects (during the period of one year) of external center of pressure manipulation of the foot in idiopathic hip osteoarthritis patients during gait on:

   1. Gait parameters (spatiotemporal, kinematic, and kinetic)
   2. Motor learning and muscle activation patterns
   3. Energy consumption
   4. Pain, physical function, and quality of life

The hypotheses of the study, in reference to the aforementioned study objectives are:

1. Changes in foot center of pressure will have an immediate effect on gait parameters and muscle activation patterns of the lower limbs and back.
2. Long-term manipulation of foot center of pressure, as a result of a year-long rehabilitation program using the AposTherapy Biomechanical System, will result in improvement in gait parameters, changes in muscle activation patterns as a result of new motor learning, improvement in energy consumption, decrease in pain, improvement in physical function, and improvement in quality of life.",Hip Osteoarthritis,COMPLETED,https://clinicaltrials.gov/study/NCT01450254,2,0.693
114,Multi-symptom descriptions,I have lower back pain and pain in my joints.,lower back pain joint pain,4,Allogeneic BM-MSCs in Patients with Lumbar Facet Arthropathy,Researchers are conducting this study to learn more about the side effects of bone marrow-derived stem cells when injected into the facet joints for the treatment of painful lumbar facet joint arthropathies.,Facet-Mediated Low Back Pain,COMPLETED,https://clinicaltrials.gov/study/NCT04410731,2,0.693
114,Multi-symptom descriptions,I have lower back pain and pain in my joints.,lower back pain joint pain,5,Physical Therapy in Addition to Standard Care Following C-Section,"The purpose of this study is to determine whether a physical therapy program which includes scar management, core retraining, and lumbar and pelvic joint mobilization will significantly impact the postpartum recovery following Cesarean section during the immediate postpartum period and during the first 1.5 years following childbirth.

All patients who enroll in the study will receive standard treatment following a C-section delivery. Subjects will be randomized into one of two groups; one group will receive physical therapy in addition to standard post C-section treatment, and the other group will receive standard post C-section treatment with no additional physical therapy. Both groups will complete questionnaires regarding their pain and recovery from C-section delivery to determine if there is a difference in recovery between the group receiving physical therapy and the group not receiving physical therapy.",Low Back Pain; Pelvic Pain; Scar Tissue; Adhesions,COMPLETED,https://clinicaltrials.gov/study/NCT02804139,2,0.693
115,Multi-symptom descriptions,"I have trouble sleeping, low mood, and fatigue.",insomnia depression fatigue,1,EEG Changes and DNA Markers Related to taVNS in Stroke Patients: a Preliminary Study,"In the United States, more than 795,000 people have a stroke every year. Motor impairment after a stroke is common and can be debilitating. To date, there remain few treatments available to help improve motor recovery after a stroke, making this an important area of research. Novel use of neuromodulation such as Invasive Vagus Nerve Stimulation (VNS) has been shown to improve motor recovery in stroke patients. Vagus nerve stimulation (VNS), in which the nerve is stimulated with electrical pulses, has demonstrated success for a variety of conditions, including inflammation, depression, cognitive dysfunction, chronic fatigue, headaches/migraines, pain, insomnia, and cardiovascular issues. Very recently, non-invasive options have been developed and might be a promising alternative. The research in this area is still very limited and much more research is needed to investigate non-invasive/trancutaneous auricular vagus nerve stimulation (taVNS) related biomechanisms and to further support its efficacy in acute patients. The purpose of this study is to build upon the current research to investigate changes in electrical brain activity (using electrophysiology) and genetic markers related to improvements in both motor and cognitive recovery following the use of taVNS vs. sham in acute stroke patients.",Stroke,RECRUITING,https://clinicaltrials.gov/study/NCT06226493,2,0.6143
115,Multi-symptom descriptions,"I have trouble sleeping, low mood, and fatigue.",insomnia depression fatigue,2,Effects of a Home-Based Exercise Intervention in Subjects with Long COVID,"The current Coronavirus Disease 2019 (COVID-19) pandemic is the most severe health crisis of the 21st century. This is not only due to the deaths caused by the disease. People that were affected by COVID-19 and supposedly recovered may suffer from long lasting sequelae. The presence of symptoms longer than 3 months after the infection with the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is referred to as Post-COVID-19 Syndrome or Long COVID-19. It is estimated that 10-20 percent of all infected people are affected. The most common symptoms include persistent fatigue, reduced physical capacity, dyspnoea, ageusia, anosmia, musculoskeletal pain and neuropsychological complaints such as depression, anxiety, insomnia and a loss of concentration.

Considering the novelty of the pathology, evidence on the successful treatment of Post-COVID/Long-COVID is scarce. Physical activity has been established as a treatment option for chronic diseases that have similar symptomatic manifestations to those of Post-COVID/Long-COVID. For example, exercise therapy has shown positive effects on the health status of patients with lung disease, depression, anxiety, insomnia and cognitive impairment. However, there has been controversy whether so-called Graded Exercise Therapy (GET) is a safe treatment strategy for patients with Chronic Fatigue Syndrome (CFS). This population may experience Post Exertional Malaise (PEM), a worsening of symptoms after physical, cognitive or emotional exertion. Since COVID-19 might be an infectious trigger for CFS, particular caution has to be taken when recruiting participants and when screening them for adverse events and worsening of symptoms during an exercise intervention.

It can be hypothesized that patients suffering from Post-COVID/Long-COVID can benefit from exercise in various ways, guaranteed that there is sufficient screening for PEM before and during the intervention and training volume and intensity are increased slowly and progressively.

The current study investigates the effects of a home-based concurrent training program on various parameters in people affected by Long COVID.",Long COVID-19; Post-COVID-19 Syndrome,ACTIVE_NOT_RECRUITING,https://clinicaltrials.gov/study/NCT06073002,2,0.6143
115,Multi-symptom descriptions,"I have trouble sleeping, low mood, and fatigue.",insomnia depression fatigue,3,Training in Evidence-based Treatments in Psycho-Oncology,"The goal of this research study is to train psychotherapists to administer individualized evidence-based psychotherapies in a cancer care setting to patients and caregivers with elevated levels of distress.

The intervention will mirror clinical care in psycho-oncology in which the therapist, collaboratively with their supervisor, will choose specific components of the following evidence-based treatments to administer based on the clinical presentation of the patient or caregiver and referring problem.

* Cognitive Behavioral Therapy (CBT)
* Acceptance Commitment Therapy (ACT)
* Mindfulness-Based Cognitive Therapy (MBCT)
* Mindfulness-Based Stress Reduction (MBSR)
* Meaning-Centered Psychotherapy (MCP)
* Cognitive Behavioral Therapy for Insomnia (CBT-I)
* CBT for other cancer-related physical symptoms like pain, fatigue, and nausea.

Participation in this research study is expected to last about 26 weeks.

It is expected that about 75 patients, 25 caregivers, and 15 therapists will take part in this research study.","Distress, Emotional; Depression, Anxiety; Fatigue; Pain; Insomnia",RECRUITING,https://clinicaltrials.gov/study/NCT05674357,2,0.6143
115,Multi-symptom descriptions,"I have trouble sleeping, low mood, and fatigue.",insomnia depression fatigue,4,PROMIS Measures in Primary Care Practice,"The purpose of this study is to determine the effectiveness of providing PROMIS Profile Scale scores (e.g., sleep, pain, anxiety, depression, energy/fatigue) to physicians on patients' symptoms.",Sleep; Pain; Anxiety; Depression; Fatigue,COMPLETED,https://clinicaltrials.gov/study/NCT02383862,2,0.6143
115,Multi-symptom descriptions,"I have trouble sleeping, low mood, and fatigue.",insomnia depression fatigue,5,Turkish Version of the Chalder Fatigue Scale: An Investigation of Its Psychometric Properties in Healthy Young Adults,"The aim of this study was to adapt the Chalder Fatigue Scale to Turkish and to examine its psychometric properties in young adults. Within the scope of the study, firstly the Turkish version of the scale will be developed and then its reliability and validity will be examined in healthy young adults in Turkey.",Fatigue; Healthy,COMPLETED,https://clinicaltrials.gov/study/NCT03969667,1,0.6143
116,Multi-symptom descriptions,"I have fever, chills, and vomiting.",fever chills vomiting,1,Immunogenicity and Safety of a Booster Dose of the SpikoGen Vaccine in Kidney Transplant Recipients After Two Doses of Sinopharm Vaccine,"This is an open-label, single-arm clinical trial designed to evaluate the immunogenicity and safety of a booster dose of an adjuvanted recombinant SARS-CoV-2 spike protein subunit vaccine (SpikoGen) produced by CinnaGen Co. in kidney transplant recipients after two doses of Sinopharm's inactivated virus vaccine. A total of 100 adult individuals receive a single dose of the SpikoGen COVID-19 vaccine at 1 to 3 months after the second dose of the Sinopharm COVID-19 vaccine. The injection is given in the deltoid muscle of the non-dominant arm. For immunogenicity assessments, blood samples will be collected one month after the booster injection. For safety assessments, all participants will be followed up for one month.

Study hypotheses include:

1. A booster dose of the SpikoGen COVID-19 vaccine induces strong immunogenicity against SARS-CoV-2 in adult kidney transplant recipients who were fully vaccinated with Sinopharm COVID-19 vaccine.
2. A booster dose of the SpikoGen COVID-19 vaccine is safe and tolerable in adult kidney transplant recipients who were fully vaccinated with Sinopharm COVID-19 vaccine.",COVID-19,COMPLETED,https://clinicaltrials.gov/study/NCT05285384,0,0.6898
116,Multi-symptom descriptions,"I have fever, chills, and vomiting.",fever chills vomiting,2,"A Phase I Study of an HIV Vaccine in Healthy, HIV Uninfected Adults",The purpose of this study is to assess the safety and tolerability of Modified Vaccinia Ankara (MVA) Mosaic vaccine in healthy adult participants.,Healthy,COMPLETED,https://clinicaltrials.gov/study/NCT02218125,0,0.6898
116,Multi-symptom descriptions,"I have fever, chills, and vomiting.",fever chills vomiting,3,"A Study of mRNA-1608, a Herpes Simplex Virus -2 (HSV-2) Therapeutic Candidate Vaccine, in Healthy Adults 18 to 55 Years of Age With Recurrent HSV-2 Genital Herpes",The purpose of this study is to generate safety and immunogenicity data and establish a proof-of-concept of clinical benefit of the mRNA-1608 vaccine candidate.,Genital Herpes,COMPLETED,https://clinicaltrials.gov/study/NCT06033261,0,0.6898
116,Multi-symptom descriptions,"I have fever, chills, and vomiting.",fever chills vomiting,4,A Study to Evaluate the Efficacy and Safety of 'GC3110A(QIV)' in Healthy Children,"1. Part 1 If study subject and legal guardians who decide voluntarily to participate the clinical trial, and sign the Informed Consent Form (In the case of study subject less than 7 years of age, written informed consent by study subject's legal guardians), study subjects eligible for participating this trial protocol were assigned to test group and receiving the test drug 1 times or 2 times according to age.
2. Part 2 If study subject and legal guardians who decide voluntarily to participate the clinical trial, and sign the Informed Consent Form(In the case of study subject less than 7 years of age, written informed consent by study subject's legal guardians), the study subjects eligible for participating this trial protocol were assigned to test group or control group with the ratio of 4:1 and receiving the test drug 1 times or 2 times according to age as below;

   * 6 m \~ 3 years
   * 3 years \~ 9 years
   * 9 years \~ 19 years",Influenza,COMPLETED,https://clinicaltrials.gov/study/NCT02541253,0,0.6898
